 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10
   1378,         0.0702,         0.0777,         0.0000,         0.0622,         0.0113,         0.0080,         0.0148,        11.5768,        11.9995,        11.3959,        10.5901,         9.0122,         8.3203,         8.0407,         7.8966,         7.8273
   1379,         0.0668,         0.0722,         0.0000,         0.0590,         0.0101,         0.0078,         0.0146,        11.4739,        11.9995,        11.3911,        10.5911,         9.0190,         8.3234,         8.0417,         7.8972,         7.8278
   1380,         0.0700,         0.0787,         0.0000,         0.0624,         0.0114,         0.0076,         0.0145,        11.3785,        11.9995,        11.3879,        10.5926,         9.0258,         8.3267,         8.0428,         7.8978,         7.8284
   1381,         0.0700,         0.0929,         0.0054,         0.0625,         0.0052,         0.0075,         0.0145,        11.3713,        11.9995,        11.3873,        10.5947,         9.0325,         8.3299,         8.0438,         7.8984,         7.8289
   1382,         0.0775,         0.0925,         0.0000,         0.0700,         0.0131,         0.0075,         0.0145,        11.3924,        11.9995,        11.3846,        10.5957,         9.0389,         8.3330,         8.0449,         7.8990,         7.8294
   1383,         0.0764,         0.0905,         0.0000,         0.0688,         0.0135,         0.0075,         0.0145,        11.3728,        11.9995,        11.3824,        10.5970,         9.0453,         8.3362,         8.0460,         7.8995,         7.8300
   1384,         0.0742,         0.0868,         0.0000,         0.0668,         0.0129,         0.0074,         0.0145,        11.3653,        11.9995,        11.3837,        10.5998,         9.0519,         8.3395,         8.0471,         7.9001,         7.8305
   1385,         0.0822,         0.1015,         0.0000,         0.0748,         0.0154,         0.0074,         0.0145,        11.3753,        11.9995,        11.3852,        10.6026,         9.0584,         8.3428,         8.0483,         7.9007,         7.8310
   1386,         0.0807,         0.0986,         0.0000,         0.0733,         0.0144,         0.0074,         0.0146,        11.4321,        11.9995,        11.3847,        10.6043,         9.0647,         8.3460,         8.0494,         7.9013,         7.8316
   1387,         0.0720,         0.0824,         0.0000,         0.0645,         0.0119,         0.0075,         0.0145,        11.4098,        11.9995,        11.3823,        10.6054,         9.0709,         8.3492,         8.0505,         7.9019,         7.8321
   1388,         0.0792,         0.0959,         0.0000,         0.0718,         0.0144,         0.0074,         0.0145,        11.3813,        11.9995,        11.3819,        10.6074,         9.0772,         8.3525,         8.0517,         7.9026,         7.8326
   1389,         0.0742,         0.0870,         0.0000,         0.0670,         0.0123,         0.0073,         0.0145,        11.3880,        11.9995,        11.3803,        10.6086,         9.0832,         8.3557,         8.0529,         7.9032,         7.8332
   1390,         0.0600,         0.0774,         0.0065,         0.0527,         0.0004,         0.0072,         0.0146,        11.3408,        11.9995,        11.3778,        10.6096,         9.0893,         8.3590,         8.0541,         7.9038,         7.8337
   1391,         0.0532,         0.0832,         0.0132,         0.0461,         0.0000,         0.0072,         0.0148,        11.3276,        11.9995,        11.3773,        10.6112,         9.0953,         8.3622,         8.0553,         7.9044,         7.8342
   1392,         0.0825,         0.1042,         0.0008,         0.0753,         0.0145,         0.0072,         0.0145,        11.3881,        11.9995,        11.3779,        10.6130,         9.1012,         8.3655,         8.0565,         7.9050,         7.8348
   1393,         0.0737,         0.1057,         0.0075,         0.0663,         0.0060,         0.0073,         0.0147,        11.4534,        11.9995,        11.3810,        10.6159,         9.1072,         8.3688,         8.0577,         7.9056,         7.8353
   1394,         0.0494,         0.0858,         0.0176,         0.0421,         0.0000,         0.0074,         0.0152,        11.5663,        11.9995,        11.3854,        10.6193,         9.1131,         8.3721,         8.0589,         7.9063,         7.8359
   1395,         0.0386,         0.0703,         0.0187,         0.0313,         0.0000,         0.0073,         0.0155,        11.5371,        11.9995,        11.3867,        10.6220,         9.1190,         8.3754,         8.0602,         7.9069,         7.8364
   1396,         0.0410,         0.0719,         0.0174,         0.0340,         0.0021,         0.0071,         0.0155,        11.5257,        11.9995,        11.3874,        10.6243,         9.1249,         8.3787,         8.0614,         7.9076,         7.8369
   1397,         0.0706,         0.0805,         0.0000,         0.0636,         0.0113,         0.0070,         0.0146,        11.4740,        11.9995,        11.3836,        10.6247,         9.1305,         8.3820,         8.0627,         7.9082,         7.8375
   1398,         0.0663,         0.0729,         0.0000,         0.0593,         0.0100,         0.0070,         0.0145,        11.3826,        11.9995,        11.3795,        10.6251,         9.1361,         8.3852,         8.0639,         7.9088,         7.8380
   1399,         0.0635,         0.0684,         0.0000,         0.0566,         0.0091,         0.0068,         0.0144,        11.2850,        11.9995,        11.3758,        10.6254,         9.1417,         8.3885,         8.0652,         7.9095,         7.8386
   1400,         0.0575,         0.0583,         0.0000,         0.0509,         0.0074,         0.0066,         0.0142,        11.1704,        11.9996,        11.3737,        10.6265,         9.1474,         8.3919,         8.0665,         7.9101,         7.8391
   1401,         0.0560,         0.0566,         0.0000,         0.0498,         0.0068,         0.0062,         0.0141,        11.0306,        11.9996,        11.3713,        10.6274,         9.1530,         8.3952,         8.0678,         7.9108,         7.8397
   1402,         0.0596,         0.0643,         0.0000,         0.0538,         0.0081,         0.0058,         0.0139,        10.9352,        11.9996,        11.3705,        10.6287,         9.1585,         8.3985,         8.0691,         7.9115,         7.8402
   1403,         0.0614,         0.0684,         0.0000,         0.0559,         0.0085,         0.0055,         0.0138,        10.8624,        11.9996,        11.3694,        10.6297,         9.1640,         8.4018,         8.0705,         7.9121,         7.8408
   1404,         0.0600,         0.0662,         0.0000,         0.0546,         0.0079,         0.0054,         0.0138,        10.8078,        11.9996,        11.3673,        10.6301,         9.1692,         8.4051,         8.0718,         7.9128,         7.8413
   1405,         0.0558,         0.0589,         0.0000,         0.0505,         0.0066,         0.0053,         0.0137,        10.7269,        11.9996,        11.3654,        10.6307,         9.1745,         8.4084,         8.0731,         7.9135,         7.8419
   1406,         0.0557,         0.0591,         0.0000,         0.0505,         0.0065,         0.0052,         0.0136,        10.6412,        11.9996,        11.3637,        10.6314,         9.1798,         8.4117,         8.0745,         7.9142,         7.8424
   1407,         0.0553,         0.0589,         0.0000,         0.0503,         0.0062,         0.0051,         0.0135,        10.5569,        11.9997,        11.3613,        10.6316,         9.1849,         8.4150,         8.0759,         7.9149,         7.8430
   1408,         0.0534,         0.0558,         0.0000,         0.0484,         0.0057,         0.0049,         0.0134,        10.4831,        11.9997,        11.3597,        10.6322,         9.1900,         8.4183,         8.0772,         7.9155,         7.8435
   1409,         0.0478,         0.0463,         0.0000,         0.0431,         0.0040,         0.0047,         0.0132,        10.3875,        11.9997,        11.3589,        10.6332,         9.1952,         8.4216,         8.0786,         7.9162,         7.8441
   1410,         0.0448,         0.0418,         0.0000,         0.0404,         0.0030,         0.0043,         0.0131,        10.2617,        11.9997,        11.3573,        10.6338,         9.2003,         8.4249,         8.0800,         7.9169,         7.8446
